id,MS2 name,MS2 score,MS1 name,MS1 ppm,type,mz,rt
5095,,,3-Methyldioxyindole;4-(3-Pyridyl)-3-butenoic acid;3-Methyldioxyindole;3-Hydroxy-3-methyloxindole;4-Oxo-1-(3-pyridyl)-1-butanone;gamma-Oxo-3-pyridinebutal;4-Oxo-4-(pyridin-3-yl)butal;3-Succinoylsemialdehyde-pyridine,4.11803197051449;4.11803197051449;4.29281144190517;4.29281144190517,MS1 mz matched,222.0783279,56.5605
5097,,,"N-Acetyl-L-tyrosine;Salsolinol 1-carboxylate;Bendiocarb;2,2-Dimethyl-1,3-benzodioxol-4-ol methylcarbamate;Dioxacarb",-5.6485333485713;-5.6485333485713;-5.83725001063638;-5.83725001063638,MS1 mz matched,222.0831978,24.618
5098,,,2-Acetamidofluorene;N-2-Fluorenylacetamide,14.79159318,MS1 mz matched,222.0964022,252.1115
5100,Bufexamac,0.9246,,,MS2 reverse,222.1119225,133.681
5104,,,Dihydrodioscorine;Tigloidine;Dumetorine;Tigloidine,-12.3056916510578;-12.3056916510578;-12.3056916510578;-12.3056916510578,MS1 mz matched,222.308552,45.9005
5124,,,Fenclorim,-0.086164253,MS1 mz matched,222.9907807,45.901
5133,,,Radium-224,-7.870272413,MS1 mz matched,223.0184369,347.8885
5141,4-Hydroxycinnamic acid,0.9766,,,MS2 reverse,223.0592001,245.103
5143,D-Quinovose,0.9979,,,MS2 forward,223.0799467,200.171
5152,,,Inositol cyclic phosphate;3-(Phosphoacetylamido)-L-alanine,14.4556119783434;0.826023711864093,MS1 mz matched,223.105684,203.508
5197,Stavudine,0.9886,,,MS2 reverse,224.0767238,92.325
5213,,,,,Unmapped,224.488077,41.43
5219,,,Tetrathiote;Tetrathionic acid,-10.62542114,MS1 mz matched,224.8643207,77.611
5221,,,,,Unmapped,224.9137554,153.101
5245,,,"3,4-Dimethoxy-1,2-benzenedicarboxylic acid;4,5-Dimethoxy-1,2-benzenedicarboxylic acid;Prephenate;Chorismate;Chorismate;Chorismic acid;(3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate;Prephete;Prephenic acid;Isochorismate;Isochorismic acid",17.869234321651;17.869234321651;17.869234321651;17.869234321651;18.0377858301584;18.0377858301584;18.0377858301584,MS1 mz matched,225.0517774,323.908
5249,7-Methylxanthine,0.9571,,,MS2 reverse,225.0595608,205.944
5253,D-(+)-3-Phenyllactic acid,0.7057,,,MS2 reverse,225.0781561,102.416
5255,3-Hydroxycapric acid,0.9995,,,MS2 reverse,225.0861944,273.629
5260,L-Carnosine,0.9735,,,MS2 forward,225.0975242,403.474
5273,,,"(8E,15E)-1,8,15-Heptadecatriene-11,13-diyne;1,8-Diazacyclotetradecane-2,9-dione;Cyclo(L-leucyl-L-leucyl);(3S,6S)-3,6-Diisobutylpiperazine-2,5-dione",-22.7733608406701;-4.86363903666386;-4.86363903666386,MS1 mz matched,225.157898,185.737
5299,,,,,Unmapped,226.0363773,299.723
5301,3-Indolepropionic acid,0.9132,,,MS2 reverse,226.0325726,108.863
5304,,,Methyl 1-(1-propenylsulfinyl)propyl disulfide;1-(Methylsulfinyl)propyl 1-propenyl disulfide;1-(Methylsulfinyl)propyl 2-propenyl disulfide;Methyl 1-(2-propenylsulfinyl)propyl disulfide;,15.821775483651;15.821775483651;15.821775483651;15.821775483651;,MS1 mz matched,226.0436234,26.111
5308,D-Glucarate,0.6907,,,MS2 reverse,226.0563427,270.298
5312,Deoxycytidine,0.9313,,,MS2 reverse,226.0820966,283.797
5320,,,"2-Ethyl-1-hexanol sulfate;Aprobarbital;2,6-Dihydroxypseudooxynicotine;1-(2,6-Dihydroxypyridin-3-yl)-4-(methylamino)butan-1-one",16.2794897528011;-20.9423685057428;-20.9423685057428,MS1 mz matched,226.1175329,101.952
5359,,,Guanidinosuccinic acid;N-Amidino-L-aspartate;N-Amidino-L-aspartic acid;Guanidinosuccinic acid,9.67786312336025;9.71099507423822,MS1 mz matched,227.0656708,382.5045
5369,,,Milrinone;Milrinone,2.0755698652319;1.8950645884671,MS1 mz matched,227.0908214,103.0745
5370,,,Methyldopa;3-O-Methyl-a-methyldopa;3-Methoxytyrosine;Methyldopa anhydrous;Methyldopa;Enicoflavine;3-(Aminomethylene)-alpha-ethenyltetrahydro-4-hydroxy-2-oxo-2H-pyran-4-acetaldehyde;3-Hydroxy-5-methyl-L-tyrosine,-6.90671409205273;-6.90671409205273;-6.90671409205273;-7.10615890789211;-7.10615890789211;-7.10615890789211,MS1 mz matched,227.1013273,178.94
5371,,,Pyridoxamine;Pyridoxamine;PM;Cyclo(deltaAla-L-Val);4-PIOL;5-(4-Piperidyl)isoxazol-3-ol,6.67738007808549;6.54411716592189;6.54411716592189;6.54411716592189,MS1 mz matched,227.1016379,229.601
5372,,,Propyl propane thiosulfonate;Tebuthiuron,7.29286124993541;-13.4276176051034,MS1 mz matched,227.1014371,407.437
5374,,,Propyl propane thiosulfonate;Tebuthiuron,5.49408699635744;-15.2263545874893,MS1 mz matched,227.1010268,258.48
5378,(R)-mevalonic acid 5-Phosphate,0.658,,,MS2 reverse,227.1264739,128.943
5384,Traumatic Acid,0.9945,,,MS2 reverse,227.1279441,81.615
5395,,,Dimethoate,-15.55679573,MS1 mz matched,227.9960375,32.9495
5412,Phenylpropionylglycine,0.9966,,,MS2 reverse,228.0600352,330.47
5421,,,Endalin;Benz[a]acridine;Benz[c]acridine;12-Azabenz[a]anthracene,-4.08885264938453;-16.4442568415461;-16.4442568415461,MS1 mz matched,228.0853328,340.87
5427,Diphenylamine,0.6801,,,MS2 reverse,228.1047219,407.1485
5432,,,5-Phosphoribosylamine;5-Phosphoribosylamine;5-Phospho-beta-D-ribosylamine;5-Phospho-D-ribosylamine;5-Phosphoribosyl-1-amine,-14.7814511728839;-14.7814511728839,MS1 mz matched,228.1216132,163.678
5441,,,,,Unmapped,228.4866457,42.061
5451,,,Di-2-thienyl disulfide;,7.684772694235;,MS1 mz matched,228.9294978,348.963
5466,Dihydroxyacetone phosphate,0.8897,,,MS2 forward,229.0099077,381.221
5473,Gallic acid,0.9167,,,MS2 reverse,229.0381358,365.065
5475,,,"Dapsone;Enoximone;Dapsone;4,4'-Sulfonylbisbenzemine;Diaphenylsulfone",0.208415681463911;0.208415681463911;0.403125187718548,MS1 mz matched,229.0451401,439.734
5480,,,Hydralazine pyruvate hydrazone;N1-Acetyl-tabtoxinine-beta-lactam,20.099063155439;-23.0344347415141,MS1 mz matched,229.0808565,408.719
5481,,,Hydralazine pyruvate hydrazone;,3.18323541542394;,MS1 mz matched,229.081108,286.0535
5482,,,Dambonitol;Ethyl beta-D-glucopyranoside;,11.1093657411342;11.1093657411342;,MS1 mz matched,229.0808822,23.137
5492,,,"Levetiracetam;(3xi,6xi)-Cyclo(alanylvalyl);Levetiracetam",-14.8595994156026;-14.8595994156026;-14.6967617155102,MS1 mz matched,229.1182678,265.396
5493,,,,,Unmapped,229.1172257,222.717
5496,,,"Cyclohexyl cinnamate;Furanodienone;(2E,8Z)-Decadiene-4,6-diyn-1-yl 3-methylbutanoate;Curzerenone;8,12-Epoxy-4(15),7,11-eudesmatrien-1-one;Dehydrocostus lactone;Eremanthin;Dehydromyodesmone;3-(1,2,3,4-Tetrahydro-6-hydroxy-2-phthyl)cyclopentanone;Curzerenone;Furanodienone;Linderenol;Linderene;Atractylenolide I;Isodehydrocostus lactone",-2.95397380562703;-2.95397380562703;-2.95397380562703;-2.95397380562703;-2.95397380562703;-3.04174975348711;-3.04174975348711;-3.04174975348711;-3.04174975348711;-3.04174975348711;-3.04174975348711;-3.04174975348711;-3.04174975348711;-3.04174975348711,MS1 mz matched,229.1275152,350.821
5498,,,Ibudilast;Camoensine,2.12434142566893;2.18169746580528,MS1 mz matched,229.1424021,272.314
5509,,,,,Unmapped,229.4949383,138.2965
5518,,,N-Phosphohypotaurocyamine;N(omega)-Phosphohypotaurocyamine,14.16098757,MS1 mz matched,230.0111713,331.16
5529,,,2-(4-Methyl-5-thiazolyl)ethyl formate;4-Toluenesulfomide,-2.33401975188263;-2.33869713529058,MS1 mz matched,230.047719,148.374
5576,2-keto-D-Gluconic acid,0.9325,,,MS2 reverse,230.9948674,338.426
5578,,,"Vanillin 4-sulfate;2,4-Dihydroxyacetophenone 5-sulfate;Chlorfenprop-methyl",-13.6148421549832;-13.6148421549832;-20.689137943917,MS1 mz matched,230.9947175,229.373
5581,Fumarate,0.9402,,,MS2 reverse,231.0127944,331.171
5583,,,"Cyclobrassinone;CNQX;6-Cyano-7-nitroquinoxaline-2,3-dione",-11.413147446485;20.2565862996755,MS1 mz matched,231.0239427,24.064
5585,,,,,Unmapped,231.0343113,345.238
5593,,,"Salfredin B11;(2S,3S,4S)-5,7,9,11-Tridecatetrayne-1,2,3,4-tetrol;Dihydrocoriandrin;Cassiachromone;Metsulfovax",-19.6442025606665;-19.6442025606665;-19.6442025606665;-19.6442025606665;8.61820077814221,MS1 mz matched,231.0599828,374.365
5597,Menadione (Vitamin K3),0.7567,,,MS2 reverse,231.0654651,233.715
5600,Alpha-ketoisovaleric acid,0.81,,,MS2 reverse,231.0849819,370.091
5603,Jasmonic acid,0.9992,,,MS2 reverse,231.0974398,289.695
5636,,,,,Unmapped,231.9899955,204.798
5641,,,,,Unmapped,232.0272964,140.763
5668,Hexanoylglycine,0.9977,,,MS2 reverse,232.1166945,174.4525
5687,,,,,Unmapped,232.9224705,103.815
5693,,,2-Oxopropyl-CoM;2-(2-Oxopropylthio)ethanesulfote,-15.6563996,MS1 mz matched,232.9744256,217.217
5694,,,p-Chlorobenzene sulfonyl urea;Ferrous lactate,-19.6186456249345;-2.99167417076056,MS1 mz matched,232.9738582,135.672
5695,,,Chlormephos,13.63804411,MS1 mz matched,232.9736909,157.5465
5714,,,"7-Hydroxy-2-methyl-4-oxo-4H-1-benzopyran-5-acetic acid;7-Acetoxy-6-methoxycoumarin;2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate;2-O,3-Dimethylflaviolin",-3.51800925979167;-3.51800925979167;-3.41803217051082;-3.41803217051082,MS1 mz matched,233.0428085,27.814
5716,Lawsone,0.9926,,,MS2 reverse,233.045439,295.824
5717,,,"Benzo[b]phtho[2,1-d]thiophene;1,2-Benzo-9-thiafluorene",-20.97540571,MS1 mz matched,233.0453907,266.131
5722,,,"Artemidiol;Methyl (2R*,3S*)-2,3-dihydro-3-hydroxy-2-isopropenyl-5-benzofurancarboxylate;1'-Acetoxychavicol;1'-Acetoxychavicol acetate;(S)-2,3-Dihydro-6-hydroxy-5-(hydroxyacetyl)-2-isopropenylbenzofuran;Aloesol;Coixinden B;1'-Acetoxychavicol acetate;Coixinden B",-0.892394830891555;-0.892394830891555;-0.892394830891555;-0.892394830891555;-0.892394830891555;-0.892394830891555;-0.892394830891555;-0.854375169835427;-0.854375169835427,MS1 mz matched,233.075651,228.71
5723,,,"4,4'-methanol-bisbenzonitrile;(R)-(Homo)3-citrate;(R)-2-Hydroxy-1,2,6-hexanetricarboxylate;(R)-2-Hydroxy-1,2,6-hexanetricarboxylic acid;(-)-threo-Iso(homo)3-citrate;(-)-threo-1-Hydroxy-1,2,6-hexanetricarboxylic acid;1-Hydroxyhexane-1,2,6-tricarboxylate;threo-(Homo)3-isocitrate",-8.65091397462908;14.0468398882308;14.0468398882308,MS1 mz matched,233.077288,367.118
5726,,,"Artemidiol;Methyl (2R*,3S*)-2,3-dihydro-3-hydroxy-2-isopropenyl-5-benzofurancarboxylate;1'-Acetoxychavicol;1'-Acetoxychavicol acetate;(S)-2,3-Dihydro-6-hydroxy-5-(hydroxyacetyl)-2-isopropenylbenzofuran;Aloesol;Coixinden B;1'-Acetoxychavicol acetate;Coixinden B",7.65135654238907;7.65135654238907;7.65135654238907;7.65135654238907;7.65135654238907;7.65135654238907;7.65135654238907;7.68937652827602;7.68937652827602,MS1 mz matched,233.0841032,346.801
5727,Butabarbital,0.9994,,,MS2 reverse,233.0913149,94.25
5730,Cimetidine,0.9919,,,MS2 reverse,233.1021238,136.9735
5732,Guanidoacetic acid,0.9887,,,MS2 forward,233.0989741,335.816
5741,,,,,Unmapped,233.5973035,102.54
5770,Kainic Acid,0.8705,,,MS2 reverse,234.0786415,65.972
5772,,,,,Unmapped,234.0779724,205.304
5783,,,,,Unmapped,234.1108957,128.7735
5792,,,"2,4,5-Trichlorophenoxyacetic acid;2,4,5-T;Tricamba",-1.57523478868563;-1.57523478868563,MS1 mz matched,234.9109504,577.5575
5797,,,,,Unmapped,234.9695231,222.945
5800,,,"4-Methyldibenzothiophene;3-(3,4-Dihydroxyphenyl)lactate;3,4-Dihydroxyphenyllactic acid;3-Methoxy-4-hydroxymandelate;Vanillylmandelic acid;Syringic acid;Syringate;4-Hydroxy-3,5-dimethoxybenzoate;Gallic acid 3,5-dimethyl ether;(3E)-3-[(1R,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate;Epoxy-3E-H2HPP",3.42842160801644;-9.08848549479185;-9.08848549479185;-9.08848549479185;-9.08848549479185,MS1 mz matched,234.9899955,36.927
5805,,,"Dihydroxyacetone Phosphate Acyl Ester;3,4-Dihydroxyfluorene;1,2-Dihydroxyfluorene;Dehydrosafynol;(2R,11E)-11-Tridecene-3,5,7,9-tetrayne-1,2-diol;4-Hydroxybenzophenone;(4-Hydroxyphenyl)phenylmethanone;Capillarin;Atractylodinol",-4.54389631031306;-5.55364543800679;-5.55364543800679;-5.55364543800679;-5.55364543800679;-5.55364543800679;-5.55364543800679,MS1 mz matched,235.0058107,277.836
5814,,,Brassinin;,-0.804086726929116;,MS1 mz matched,235.0373509,228.488
5835,3-Hydroxyisovaleric acid,0.7723,,,MS2 reverse,235.1163445,277.22
5852,,,,,Unmapped,235.9970804,148.864
5859,,,S-Cysteinosuccinic acid;Drazoxolon,-7.20497363334147;-6.32829952260554,MS1 mz matched,236.0211373,426.072
5862,,,"N-Benzoylaspartic acid;Methyl 2,3-dihydro-3,5-dihydroxy-2-oxo-3-indoleacetic acid;Cartap",-19.9208042049283;-19.9208042049283;-6.74932907449096,MS1 mz matched,236.0562229,281.874
5867,Biopterin,0.9412,,,MS2 forward,236.0766475,243.978
5869,,,Gulonic acid;Galactonic acid;Gluconic acid;D-Gluconic acid;D-Glucote;D-gluco-Hexonic acid;D-Mannote;L-Idote;L-Gulote;L-Gulonic acid;Gulote;Gulonic acid;D-Altrote;D-Galactote;D-Galactonic acid;2-Carboxy-D-arabinitol;L-Galactote;L-Galactonic acid,-6.64445209452979;-6.64445209452979;-6.64445209452979;-6.63068077207001;-6.63068077207001;-6.63068077207001;-6.63068077207001;-6.63068077207001;-6.63068077207001;-6.63068077207001;-6.63068077207001,MS1 mz matched,236.0752839,398.265
5882,,,,,Unmapped,236.8594556,321.0665
5885,,,,,Unmapped,236.9008716,468.189
5895,,,4-Sulfobenzoate;4-Sulfobenzoic acid,6.930912663,MS1 mz matched,236.968639,40.108
5912,,,"Setarin;(2-Naphthalenyloxy)acetic acid;5-Hydroxy-2,3-dimethyl-1,4-naphthoquinone;3,4',5-Biphenyltriol;2,2',3-Trihydroxybiphenyl;2-pthyloxyacetic acid;3-Hydroxy-5-methyl-1-phthoate;2-Hydroxy-5-methyl-1-phthoate",4.97765562657143;4.97765562657143;4.97765562657143;4.97765562657143;4.94895156463467;4.94895156463467;4.94895156463467;4.94895156463467,MS1 mz matched,237.0381882,292.39
5919,,,"1-(2,4,5-Trimethoxyphenyl)-1,2-propanedione;3,4,5-Trimethoxycinnamic acid;Trans-2, 3, 4-Trimethoxycinnamate;",12.0814439723985;12.0814439723985;12.0814439723985;,MS1 mz matched,237.0743842,217.986
5931,,,"Tenuazonic acid;Metanephrine;Desglymidodrine;L-Metanephrine;Tenuazonic acid;Pyrrole-2,4-diol, 3-acetyl-5-sec-butyl-;Ecgonone methyl ester",-6.05463498648189;-6.05463498648189;-6.05463498648189;-6.08811944069965;-6.08811944069965;-6.08811944069965,MS1 mz matched,237.122249,156.0035
5932,Metaxalone,0.9956,,,MS2 reverse,237.119065,374.8415
5970,5-Methylcytidine,0.8691,,,MS2 reverse,238.0865454,294.506
5971,"7,8-Dihydrobiopterin",0.7933,,,MS2 forward,238.0975438,352.386
5972,,,cis- and trans-L-Mercapto-p-menthan-3-one;8-Mercapto-p-menthan-3-one;Glyphosate-monoammonium,-4.49148202683736;-4.49148202683736;18.2693940364355,MS1 mz matched,238.1043488,169.392
5973,,,Bupropion;Bupropion;Pentanochlor;Molide,9.65297260695023;9.61909633198558;9.61909633198558;9.61909633198558,MS1 mz matched,238.1057501,192.931
6003,,,,,Unmapped,239.0013058,307.785
6014,Aspirin,0.7585,,,MS2 reverse,239.0556486,410.794
6019,,,"2-Phenyl-1,3-dioxolane-4-methanol;4-Methoxybenzyl acetate;3-Methoxybenzenepropanoic acid;Propylparaben;Ethyl p-anisate;Propyl 2-furanacrylate;4-Ethoxy-3-methoxybenzaldehyde;Benzaldehyde glyceryl acetal;3-(3-Hydroxyphenyl)-2-methylpropionic acid;4-Hydroxy-2,6,6-trimethyl-3-oxo-1,4-cyclohexadiene-1-carboxaldehyde;Coniferyl alcohol;1-(2,4-Dihydroxyphenyl)-1-butanone;Coniferyl alcohol;Coniferol;4-(3-Hydroxy-1-propenyl)-2-methoxyphenol;trans-Coniferyl alcohol;U 0521;Isopropylparaben;Isopropyl 4-hydroxybenzoate",-3.57788122244712;-3.57788122244712;-3.57788122244712;-3.57788122244712;-3.57788122244712;-3.57788122244712;-3.57788122244712;-3.57788122244712;-3.57788122244712;-3.57788122244712;-3.57788122244712;-3.57788122244712;-3.33187841304573;-3.33187841304573;-3.,MS1 mz matched,239.0881868,186.2635
6029,L-Anserine,0.9351,,,MS2 forward,239.1130259,384.816
6030,,,"Obtustyrene;1-Acetoxy-4,6-tetradecadiene-8,10,12-triyne;(E)-3,5-Dimethoxystilbene;Phenethyl phenylacetate;Lapachenole;Dimethylstilbestrol;(E)-4,4'-(1,2-Dimethyl-1,2-ethenediyl)bisphenol;2,5-Dimethoxystilbene;1,4-Dimethoxy-2-(2-phenylethenyl)benzene;venone C;Methoxyphenone;4-Methoxy-3,3'-dimethylbenzophenone",-9.35843125637309;-9.35843125637309;-9.35843125637309;-9.35843125637309;-9.23432521921704;-9.23432521921704;-9.23432521921704;-9.23432521921704;-9.23432521921704,MS1 mz matched,239.1127827,413.534
6052,,,Fosthietan,-19.08052959,MS1 mz matched,239.9950016,40.834
6065,,,,,Unmapped,240.0362536,368.667
6066,,,,,Unmapped,240.0404516,159.768
6067,,,,,Unmapped,240.0503187,458.638
6083,Tetrahydrobiopterin,0.9283,,,MS2 reverse,240.115825,384.806
6110,alpha-D-Galactose 1-phosphate,0.8736,,,MS2 forward,241.0086583,311.804
6111,alpha-D-Glucose 1-phosphate,0.9629,,,MS2 forward,241.0071358,380.51
6119,,,,,Unmapped,241.0374442,104.227
6136,L-Iditol,0.8822,,,MS2 reverse,241.0909054,253.35
6139,,,"(±)-threo-Anethole glycol;Isoamyl 2-furoate;Verimol J;2-Ethoxy-4-(methoxymethyl)phenol;4-Ethyl-2,6-dimethoxyphenol;Furfuryl isovalerate;Peperinic acid;Furfuryl pentanoate;Amyl 2-furoate;4-(Ethoxymethyl)-2-methoxyphenol;5-Oxo-1,2-campholide;(+)-5-Oxo-1,2-campholide;Iridotrial;(1S,2R,3S)-2-Formyl-alpha-(hydroxymethylene)-3-methylcyclopentaneacetaldehyde;2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetate;2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetic acid;Dihydroconiferyl alcohol;4-Hydroxy-3-methoxy-benzenepropanol;3,4,5-Trimethoxytoluene;2,4,5-Trimethoxytoluene;(+/-)-Asarinol B;Bis(2,3-epoxycyclopentyl)ether;[(1R)-2,2,3-Trimethyl-5-oxocyclopent-3-enyl]acetate",-1.61619561523679;-1.61619561523679;-1.61619561523679;-1.61619561523679;-1.61619561523679;-1.61619561523679;-1.61619561523679;-1.61619561523679;-1.61619561523679;-1.61619561523679;-1.6474980271758;-1.6474980271758;-1.6474980271758;-1.6474980271758;-1.6474,MS1 mz matched,241.1057213,302.515
6140,,,Thiopental;Thiopental,-13.0069568673936;-13.0131523458985,MS1 mz matched,241.1057494,109.098
6143,,,Inositol cyclic phosphate;3-(Phosphoacetylamido)-L-alanine,14.4556119783434;0.826023711864093,MS1 mz matched,241.117854,203.457
6144,,,Inositol cyclic phosphate;Diphenylcarbazide,-14.9446246806589;0.337027418119054,MS1 mz matched,241.1168816,50.42
6171,,,,,Unmapped,241.9742723,203.981
6190,,,"Maculine;1,3-Dioxolo(4,5-g)furo(2,3-b)quinoline, 9-methoxy-",-20.38524899,MS1 mz matched,242.0482453,62.775
6195,,,"4-Pyridoxic acid;4-Pyridoxate;4-Pyridoxic acid;3-Carboxy-4-methoxy-N-methyl-2-pyridone;3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate;5-Pyridoxate;5-Pyridoxic acid;5-Methoxy-3-hydroxyanthranilate;5-Methoxy-3-hydroxyanthranilic acid;3,5-Dihydroxy-phenylglycine;L-3,5-Dihydroxyphenylglycine;(S)-3,5-Dihydroxyphenylglycine",-6.32493868956158;-6.55547130567187;-6.55547130567187;-6.55547130567187;-6.55547130567187;-6.55547130567187,MS1 mz matched,242.0643908,421.932
6197,N-Acetyl-D-glucosamine,0.9852,,,MS2 reverse,242.0679715,146.808
6200,Phosphorylcholine,0.9982,,,MS2 reverse,242.0765268,309.855
6201,,,Aspartyl-Glutamine;Gamma-glutamyl-Aspartate;Glutaminyl-Aspartate;Aspartyl-Gamma-glutamate;,-4.15632428631009;-4.15632428631009;-4.15632428631009;-4.15632428631009;,MS1 mz matched,242.0762242,401.874
6217,,,,,Unmapped,242.1741856,125.528
6224,,,,,Unmapped,242.3159883,232.3735
6239,,,Plutonium,0,MS1 mz matched,242.9944844,188.597
6242,,,,,Unmapped,243.0154139,208.607
6249,L-Fucose-1-phosphate,0.9916,,,MS2 reverse,243.0277923,354.325
6250,2-Deoxy-D-glucose 6-phosphate,0.7788,,,MS2 reverse,243.032139,103.89
6259,,,Ng-L-Glutamyl-L-aspartic acid;Na-L-Glutamyl-L-aspartic acid;L-beta-aspartyl-L-glutamic acid ;,-8.01586993303934;-8.01586993303934;-8.01586993303934;,MS1 mz matched,243.0596416,439.523
6260,Pseudouridine,0.8598,,,MS2 forward,243.0597283,156.597
6265,,,Lansine;Mukeic acid;9-Hydroxy-2-nitrofluorene;9-OHNF,-14.2835598227063;-14.2835598227063;-14.0933029504882,MS1 mz matched,243.0752425,169.723
6266,,,Ribavirin;Azacitidine;Metiamide,5.04136398173414;5.04136398173414;1.63879620579698,MS1 mz matched,243.0747678,190.1425
6273,,,threo-Syringoylglycerol;,6.45855922398052;,MS1 mz matched,243.0962647,270.254
6283,,,"Verruculotoxin;Agyrine;Rhombifoline;(1R)-3-(3-Butenyl)-1,2,3,4,5,6-hexahydro-1,5-methano-8H-pyrido[1,2-a][1,4]diazocin-8-one;Sophoramine;Thermospine;(-)-Thermopsine;Tinctorine;Tsukushimine A",-0.455033961662599;-0.455033961662599;-0.455033961662599;-0.455033961662599;-0.455033961662599;-0.455033961662599;-0.455033961662599,MS1 mz matched,243.1574889,248.303
6286,,,"(±)-1,4-Nonanediol diacetate;Menthyl ethylene glycol carbonate;1,11-Undecanedicarboxylic acid;",3.11343699189643;3.11343699189643;3.11343699189643;,MS1 mz matched,243.1682195,173.359
6288,,,"(2S,4S)-Pinnatanine;Carbidopa;Hydroxyprolyl-Hydroxyproline;Piceatannol;3,3',4'5-Tetrahydroxystilbene;Wyerone acid;Eriobofuran;2,4-Dimethoxydibenzofuran-3-ol;Fulvoplumierin;Oxyresveratrol;Methylstyrylpyron;2,2'-Dihydroxy-4-methoxybenzophenone;Dioxybenzone",-1.28764467067319;-1.28764467067319;-1.28764467067319;5.67263627530247;5.67263627530247;5.67263627530247;5.67263627530247;5.67263627530247;5.67263627530247;5.67263627530247,MS1 mz matched,243.2440855,49.0265
6296,,,,,Unmapped,243.9910662,49.045
6305,,,,,Unmapped,244.0260699,112.84
6325,Dioxybenzone,0.7343,,,MS2 reverse,244.0780843,169.868
6328,,,Debromohymenialdisine;(Z)-Debromohymenialdisine;DBH,-5.90596239,MS1 mz matched,244.0898525,379.853
6336,,,,,Unmapped,244.127674,353.802
6349,,,,,Unmapped,244.341117,174.342
6351,,,,,Unmapped,244.5355815,22.706
6365,3-Methoxy-4-Hydroxyphenylglycol Sulfate,0.7455,,,MS2 forward,245.0101359,40.293
6373,,,,,Unmapped,245.0413767,328.762
6382,,,"Perlolyrine;Perlolyrine;1-Phenylazo-2,6-dihydroxyphthalene;6-OH-Sudan I;1-(4-Hydroxyphenylazo)-2-phthol;4'-OH-Sudan I",-3.3231110862687;-3.40793040552272;-3.40793040552272;-3.40793040552272,MS1 mz matched,245.0652747,32.702
6389,,,Cinnamyl cinnamate;Phenylacetylglutamine;alpha-N-Phenylacetyl-L-glutamine;N2-(2-Phenylacetyl)-L-glutamine;Formyl-N-acetyl-5-methoxykynuremine,3.67339943023333;18.931434131844;18.931434131844,MS1 mz matched,245.0908812,174.354
6394,Ellipticine,0.9999,,,MS2 reverse,245.1111293,295.0695
6395,gamma-L-Glutamyl-L-valine,0.988,,,MS2 forward,245.1116268,359.558
6403,,,"Annuolide C;2-Oxo-5,11(13)-eudesmadien-12,8-olide;8-Epixanthatin;5-Hydroxy-2-(1-hydroxy-5-methyl-4-hexenyl)benzofuran;Enokipodin B;Glandulone A;Loxoprofen;Ipomeabisfuran;Annuolide A;Zedoarol;Zederone;Lacinilene C;3-Oxo-1,4,11(13)-eudesmatrien-12-oic acid;Methyl (2E,4Z,6E,8E,10E)-4,8-dimethyl-12-oxo-2,4,6,8,10-dodecapentaenoate;Curcolone;D-Octopine;N2-(D-1-Carboxyethyl)-L-arginine;N2-(1-Carboxyethyl)-L-arginine;Arginine, N2-(1-carboxyethyl)-, L-;D-(+)-Octopine;L-Arginine, N2-(1-carboxyethyl)-, (R)-;L-Arginine, N2-[(1R)-1-carboxyethyl]-;Octopine;L-N2-(2-Carboxyethyl)arginine;N2-(2-Carboxyethyl)-L-arginine",17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;17.8998044097121;-11.3759726456924;-11.3759726456924,MS1 mz matched,245.1227314,442.055
6404,,,"Aspartyl-Isoleucine;Glu-Val;L-gamma-glutamyl-L-valine ;Leucyl-Aspartate;L-beta-aspartyl-L-leucine ;Isoleucyl-Aspartate;Aspartyl-Leucine;2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose;2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose;2,4-Diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose",-2.72345083515451;-2.72345083515451;-2.72345083515451;-2.72345083515451;-2.72345083515451;-2.72345083515451;-2.72345083515451;-2.83843433486807;-2.83843433486807,MS1 mz matched,245.1209014,334.05
6439,Ribulose 5-phosphate,0.7236,,,MS2 reverse,246.0406791,181.54
6441,D-Ribose 5-phosphate,0.7765,,,MS2 reverse,246.0411727,113.6505
6451,Floxuridine,0.6109,,,MS2 reverse,246.0676144,420.3945
6452,,,"Coriandrin;2',4'-Dihydroxy-2-biphenylcarboxylic acid;Wyeronic acid;Thiaburimamide",17.7833486418479;17.7833486418479;17.7833486418479;-17.3863152312409,MS1 mz matched,246.0744915,306.216
