"id","MS2 name","MS2 score","MS1 name","MS1 ppm","type","mzmed","rtmed","QC01_pos.QC01","QC010_pos.QC010","QC02_pos.QC02","QC03_pos.QC03","QC04_pos.QC04","QC05_pos.QC05","QC06_pos.QC06","QC07_pos.QC07","QC08_pos.QC08","QC09_pos.QC09","A01_pos.A01","A02_pos.A02","A03_pos.A03","A04_pos.A04","A05_pos.A05","A06_pos.A06","A07_pos.A07","A08_pos.A08","A09_pos.A09","A10_pos.A10","A13_pos.A13","A14_pos.A14","A15_pos.A15","A16_pos.A16","A17_pos.A17","A18_pos.A18","B01_pos.B01","B02_pos.B02","B03_pos.B03","B04_pos.B04","B05_pos.B05","B06_pos.B06","B07_pos.B07","B08_pos.B08","B09_pos.B09","B10_pos.B10","B13_pos.B13","B14_pos.B14","B15_pos.B15","B16_pos.B16","B17_pos.B17","B18_pos.B18","C01_pos.C01","C02_pos.C02","C03_pos.C03","C04_pos.C04","C05_pos.C05","C06_pos.C06","C07_pos.C07","C08_pos.C08","C09_pos.C09","C10_pos.C10","C11_pos.C11","C12_pos.C12","C13_pos.C13","C14_pos.C14","C15_pos.C15","C16_pos.C16","C17_pos.C17","C18_pos.C18","D01_pos.D01","D02_pos.D02","D03_pos.D03","D04_pos.D04","D05_pos.D05","D06_pos.D06","D07_pos.D07","D08_pos.D08","D09_pos.D09","D10_pos.D10","D11_pos.D11","D12_pos.D12","D13_pos.D13","D14_pos.D14","D15_pos.D15","D16_pos.D16","D17_pos.D17","D18_pos.D18"
2289,NA,NA,"4-Acetamido-2-aminobutanoic acid;Alanyl-Alanine;D-Alanyl-D-alanine;D-Alanyl-D-alanine;D-Ala-D-Ala;N5-Methyl-L-glutamine;N(gamma)-Acetyldiaminobutyrate;N4-Acetyl-L-2,4-diaminobutyrate;N4-Acetyl-L-2,4-diaminobutanoate;Daminozide;N-alpha-Acetyl-L-2,4-diaminobutyrate","1.29743742063281;1.29743742063281;1.29743742063281;1.24933785098048;1.24933785098048;1.24933785098048;1.24933785098048;1.24933785098048","MS1 mz matched",161.0924801,385.668,211558.9693,219383.7838,191755.2894,215970.1388,215649.8901,179496.6,193689.4281,196929.025,225586.5569,181171.38,159958.0679,71634.16454,31404.74579,98474.14083,47910.92364,173928.8899,77609.79136,110626.2129,154195.14,86533.79626,78322.96257,95550.41571,105777.8005,176072.9792,86488.57,64376.96375,87566.52857,150304.8124,130786.92,153291.86,173068.7481,152161.5579,142941.2953,163030.4406,108428.3286,120154.5273,89296.484,163694.3322,107010.9193,190059.1446,223050.2771,148939.8669,368309.1569,368361.435,161845.6779,432419.2133,229778.0461,238038.8871,208712.9707,294663.5027,142718.1993,231967.9771,241157.658,341422.809,273012.74,269238.7356,257930.1471,273060.696,366132.1447,307758.504,297324.2082,169246.8091,210191.52,186124.2167,227433.3274,207799.4075,228403.3627,173286.2133,201305.499,194654.3194,242083.0088,189318.2733,303043.6184,294926.1876,223040.454,215194.7406,209346.3168,182973.9491
2291,"DL-Homoserine",0.8946,NA,NA,"MS2 reverse",161.093756,94.705,49930.62338,47167.76419,45550.41362,41818.86254,44371.53327,50867.02415,44294.53318,45483.61793,44762.802,47126.41071,16891.91144,38022.86786,46814.74362,48956.04667,11137.47913,28949.90786,28897.47769,20334.07254,13067.08523,18612.16,19761.29826,44975.74406,25033.98045,26630.22656,8635.368,21293.79936,89203.5508,48481.125,42023.89042,66095.94838,29743.911,77087.46588,65040.10068,73895.94319,55492.60456,34530.3,50132.48143,48234.11143,35814.54375,48524.83167,41771.75169,85691.88356,116270.5539,77201.06788,69442.37077,124349.8735,75101.67,81860.22969,59416.8735,72673.77176,59918.28177,101719.8486,109655.4528,79783.242,60485.62623,79765.56267,76575.53238,72157.51631,153834.0986,130452.4997,24419.665,18103.18,42278.99755,25838.908,14040.26303,13056.53188,61677.69673,15992.4118,20945.7165,19710.21279,97970.53933,38549.0998,35892.83629,18690.51949,29453.0746,10460.516,15841.259,34773.27679
2298,"N6-Methyl-L-lysine",0.9981,NA,NA,"MS2 forward",161.1288005,516.4635,121471.0163,148364.1361,116058.42,133955.2863,172133.343,84867.54271,126912.7686,150584.9986,162830.6163,167735.9616,153990.7873,141523.8529,148039.5634,124410.6663,76586.36025,155380.6708,87624.19781,57755.50916,59343.72964,103173.3739,105798.8385,83297.3956,123527.2903,136756.5926,188264.392,107236.1897,246178.1808,86223.0342,159057.132,100917.5906,72972.9244,65783.49292,105519.8208,68561.37127,185054.3547,156510.72,106754.8971,69258.33726,95386.33647,99390.681,183077.7842,182219.542,326120.0812,89204.44042,116783.8999,133392.3509,64308.34146,82738.99333,71466.82997,106241.554,125517.1481,116299.6674,66317.51285,134597.977,123481.8931,94732.874,65136.08592,61035.28955,362570.3107,149569.2736,234857.3601,71736.09524,192104.996,157375.4973,58927.127,104558.1337,153235.5448,66628.45893,106366.1928,154195.279,71622.84545,118665.4211,89426.31115,175327.6982,89382.01669,97882.52732,291520.1016,132130.5856
2299,NA,NA,"Thymine glycol;Tricholomic acid;N-Formimino-L-aspartate;N-Formimidoyl-L-aspartate;Tricholomic acid;alpha-Amino-3-oxo-5-isoxazolidineacetic acid;N-Nitrosohydroxyproline;4-Hydroxy-1-nitroso-L-proline;(Z)-2-Methylureidoacrylate peracid;3-Oxo-3-ureidoisobutyrate","4.81489808162539;4.81489808162539;4.81489808162539;4.81489808162539;4.81489808162539;4.81489808162539;4.81489808162539","MS1 mz matched",161.128771,112.2715,101884.1758,96647.291,100673.8262,100969.5049,100671.2479,103771.834,112442.3451,96079.48105,99610.17579,97850.40563,92867.94324,80341.75153,81933.75442,101067.6458,97789.55216,73250.72674,91750.77088,59848.33711,35228.60526,61563.61258,95991.56706,58906.89459,67083.39826,79895.781,65973.00739,90003.86172,107877.7956,118714.7084,55253.14805,136845.1654,67428.868,109498.98,89206.9945,72250.72122,58233.05047,48545.6635,82138.39365,66532.2409,50190.84274,77734.75484,85761.77231,128079.5066,115691.8464,122684.5953,73380.75772,143697.5832,110258.6436,92822.19432,112816.8593,52922.83353,46453.11484,59588.88889,109167.5638,84120.66958,103181.9481,84198.99316,80626.31337,127209.3298,122074.6303,137867.7638,123637.2789,78240.10353,95549.86667,128479.2855,71807.393,79916.68579,89064.27058,66831.56384,87252.22739,79179.30806,83952.79532,62716.21179,128234.1154,58004.11675,101560.7179,80499.60079,93697.10811,99009.09421
2309,NA,NA,NA,NA,"Unmapped",161.6213098,338.5415,92273.11824,92215.305,88649.09353,88051.01612,88134.84278,108865.5822,86142.53071,99134.05882,75302.69747,86807.48476,83245.25322,110487.5333,117017.1181,65344.63632,138039.9133,63587.16632,48478.37483,111698.3227,74259.07035,73232.87563,94439.06224,85776.81494,79866.293,69427.21824,65568.94783,82809.155,55519.33724,127280.0356,87981.67271,83027.04422,109582.615,81153.87,38837.45847,101414.7133,55238.44247,49523.172,79084.37767,68111.94576,40689.01906,46498.10556,52958.71959,65105.06718,108555.1855,170922.61,135695.6042,82905.438,140784.1432,33821.08633,152620.9733,87314.81667,75098.0525,68534.27176,154740.437,56611.88812,74015.97194,58290.27635,109076.0089,64855.12843,146448.0273,89976.75141,75572.64,84925.57765,143288.6684,68302.73328,114734.5478,53958.25863,83607.10661,137847.7895,68314.52217,49515.78759,87242.05025,93271.61482,113472.9472,103108.604,90311.10867,48801.249,104740.6887,97508.775
2312,"Guanidineacetic acid",0.7325,NA,NA,"MS2 reverse",162.0221976,174.791,31806.54964,19580.32389,20530.98332,14746.13222,16401.7872,28858.86667,13403.65569,18677.90167,21812.27176,19632.66667,11499.06363,20286.25586,19680.381,18473.53821,17162.2198,22964.31671,20635.9769,15892.88,6407.6792,12330.36538,9467.401167,25164.753,14945.01983,13667.80106,25986.4543,15586.73188,21321.12554,13013.69667,10118.50714,9756.923889,12463.55923,19178.62143,13774.22053,9402.621167,16785.44297,19037.2152,8158.437535,20915.00169,7153.026231,19820.768,23218.00482,35978.93406,15954.41456,8666.45,10052.22083,12274.32,25938.94608,18598.25764,15873.54383,8327.564,7747.453412,15889.64571,17061.84333,8653.653,25788.03616,6788.810769,4424.428154,9796.14655,10824.64818,23297.38933,17289.96747,15979.13211,12621.05273,16896.76969,11540.38571,14099.90285,29704.10053,9882.377143,25551.05667,21812.43624,19947.56226,9957.586471,22387.53478,11797.468,18936.11468,36154.60839,24346.96876,17416.81233
2313,NA,NA,NA,NA,"Unmapped",162.0222591,215.565,34322.41634,32437.6185,31041.90535,29704.81811,29051.72738,36062.73417,29730.62771,30492.67149,36466.92965,27905.095,18453.561,26885.9985,26321.21482,23338.73248,38009.98639,19399.04414,30571.117,36717.40058,15238.82239,32069.70765,22016.95279,21646.45152,19091.88183,20901.51122,18965.00574,10990.50073,26583.28067,41128.14,22343.31314,24257.05406,41782.74564,36873.50965,25339.06433,44948.30183,25493.47465,14957.90468,33339.00177,23497.30389,10401.33684,32237.535,20691.16921,18889.19612,25795.66019,45774.31272,35991.07578,28550.20194,69099.76744,27172.29206,43095.58847,27713.51471,28417.67612,19407.9375,36965.51959,20155.87906,34153.13989,30523.27765,20414.83781,23098.93506,23786.45194,22096.62624,22606.56754,26581.17078,26133.87671,25781.43934,40215.96,22947.3865,31912.77541,24692.02127,28554.24582,23812.15353,35598.56794,16072.29871,39593.33921,22770.26594,27636.27333,26558.19855,25512.51916,13643.00742
2316,"Indole-3-carboxylic acid",0.9832,NA,NA,"MS2 forward",162.0554226,232.7515,54120.04224,58516.8278,76096.32736,74049.03525,72713.26667,49236.86343,65004.42153,60804.69333,47292.30238,62838.46929,70842.55374,42133.15528,30328.06388,51801.19778,48321.0722,48831.564,54271.98265,1067.175,28872.44917,32246.14578,64011.89625,37781.36681,43811.55713,33942.26558,25185.96158,55299.61412,64757.502,51252.30775,24774.81732,82002.35572,32275.088,75162.89019,49930.90433,72435.29495,41711.42228,34770.49922,38960.24116,38993.89725,35388.62008,28274.41842,50404.83432,111672.5415,74453.23672,76117.37667,34087.38463,85738.732,41655.9636,55691.35308,56765.0525,34498.32142,31078.64094,29884.355,45051.5775,49424.20167,61824.32604,52436.518,44988.37544,43193.7275,70266.16429,82750.6839,65253.74175,42980.24184,56881.6064,114482.532,51722.29616,50298.88109,33965.60278,48275.41449,50403.89018,46423.10232,34192.68664,42267.34032,74680.79867,47118.44813,50497.52312,34827.78594,59581.81438,66590.37975
2317,"Hippuric acid",0.9923,NA,NA,"MS2 forward",162.0552422,177.9115,98661.81774,91943.573,91635.41894,76437.023,78197.35474,106140.4126,62012.28,86596.32105,91951.52,86626.59084,111785.7671,118460.4178,105997.4572,104195.6663,58637.8655,124890.9264,120335.8051,10078.40617,63104.80228,122100.6405,59422.98867,89103.13684,92660.26672,61540.524,125739.7735,128592.7934,96707.625,123760.3058,81551.42784,68355.03359,37613.10414,77539.24653,69909.08467,47310.123,102121.1928,83185.83385,43274.96886,47502.85684,73839.70111,70533.72655,72994.64421,136794.9124,88806.4845,42402.46418,56680.83489,33162.77638,38829.32286,51229.75444,12273.06369,32209.131,54905.10127,75561.52037,40951.14124,26807.66429,23360.71421,14145.89788,64508.985,16321.92794,6291.754645,117419.715,136369.9906,105847.799,102346.9333,82748.15958,49797.8794,98105.59789,114129.2585,108380.6169,91596.437,109796.7946,81190.3658,61985.56923,59666.03893,62517.50206,90267.05772,65688.12944,138049.1235,119751.0298
2318,"Indole-2-carboxylic acid",0.8702,NA,NA,"MS2 forward",162.0561711,27.931,199780.3416,181217.6739,158152.8267,161767.0417,144628.4662,208500.4783,203397.0954,185430.759,175569.5569,179926.6117,223619.6265,349919.0205,303287.15,643738.4624,379087.3428,428503.0044,294776.7069,188883.4285,80757.28777,223139.6052,282463.1911,177114.0462,389833.6875,196243.8587,208149.5423,359231.0475,164526.7118,198374.6372,167419.9298,237483.0523,215951.2294,200451.654,102601.8,121005.2222,86310.36,117398.2902,325691.9477,63205.28077,121376.3434,108463.1824,91039.76,122015.45,8154.458733,3963.8844,12691.02848,7458.015,10601.37357,7500.763636,6123.821077,7505.211538,11158.65,13776.7316,8862.428289,7255.086667,9349.630714,7167.300462,5902.298182,5359.762929,6632.194967,51732.90783,314002.7751,322263.3792,221279.0467,585157.7196,353524.0515,238305.8365,236673.9318,167842.8765,356154.2882,238528.8762,282688.1977,247351.7791,437494.3143,113283.665,417525.8032,274866.6901,190723.4082,263619.4371
2322,"DL-2-Aminoadipic acid",0.9627,NA,NA,"MS2 forward",162.0738583,389.071,210916.1055,159590.1127,149098.9074,177921.7832,176789.3408,133563.8344,172219.8889,189075.9144,180556.7441,187655.4444,146321.1111,186322.9179,143562.8144,201956.508,152695.1801,214331.8462,207159.086,145860.7247,163671.6278,156833.1897,137394.2076,131354.3717,118557.6628,159473.5155,149759.1956,169216.767,159008.1683,173890.5039,237092.7771,154555.0292,125424.6267,115778.9599,124621.8152,122261.8238,183118.219,119105.5771,151126.4881,107700.708,96756.75679,223850.8783,171969.8087,246505.716,191183.6434,91754.56156,77369.60492,186205.7227,385055.8765,131822.6667,92911.8978,149569.5445,124680.7738,93081.51779,97469.30716,179020.7193,151308.4379,100429.4527,92038.33456,106719.6033,196945.985,146593.32,223223.7592,151180.9289,126428.3148,203634.6389,128694.3395,183346.9625,208920.299,114143.7753,171761.3982,141510.5464,154239.8451,108269.569,229076.1265,208076.7152,120006.6537,154919.3481,199123.4467,169244.0423
2339,"L-Carnitine",0.9503,NA,NA,"MS2 forward",162.1135344,268.895,213525.4958,165427.6632,158957.5664,168122.2851,159525.4605,174276.3273,156316.5323,163722.9648,169917.7706,140448.0633,166402.7455,266630.38,417643.0378,98332.30261,222696.8228,160805.1946,221200.0407,159316.6215,269998.0066,198210.1428,370851.4155,99989.40528,329581.4431,198381.1165,128436.88,208936.673,202552.7417,214568.4327,177401.8731,235328.6145,382663.3778,115855.443,226938.6818,190845.1318,148275.1332,116639.0747,90039.84444,104040.5998,71491.51944,133667.226,108094.8,112106.9471,118960.3363,54936.01531,112036.9594,69233.581,83765.20333,44485.97895,59512.29508,51917.76726,55970.15974,70050.57935,102932.1853,59901.14045,83822.86056,80402.38688,66416.57552,40261.98955,107298.2544,42950.984,148632.5469,323818.5322,242751.0658,133868.6533,313034.905,228340.3474,317862.7131,190049.3448,244420.3953,141527.9396,115194.4253,92976.13475,142182.1494,153583.5984,105014.6175,171833.6468,125264.7677,201103.4047
2370,"Nicotine",0.8362,NA,NA,"MS2 forward",163.1233195,81.2365,67578.78102,43600.053,54573.13347,41517.9678,52612.05889,29410.05417,45625.098,54508.4148,47493.5364,60527.80153,67472.6442,93951.8496,85814.35083,86672.98741,93501.67681,106744.2213,111396.0867,97777.57907,97169.03051,94635.31097,120160.1171,66040.54132,65248.80709,68596.61727,99290.0664,71014.39603,94701.44397,101535.8455,83114.493,100548.1821,93564.99333,72547.18387,61898.42609,79360.72681,71737.04838,70695.24986,42122.82064,29030.64765,38067.55548,66334.92432,83771.429,68651.08813,54611.889,100640.6797,35613.5665,79883.89714,82835.10141,84898.0989,58443.67364,79035.63059,40908.75004,60726.074,69376.03829,50390.84043,98606.808,66699.76783,56226.1673,79588.89106,37724.68769,82154.30138,61374.57387,83183.28364,58781.56563,82797.35948,49628.73764,72340.41329,75599.17739,62133.04862,57837.16296,80315.97554,67261.70252,53003.65262,62490.20287,57439.69107,56236.513,57623.31958,58216.43236,68737.60482
2378,NA,NA,"Acetylcysteine;Acetylcysteine;N-Acetyl-L-cysteine;Tiopronin","-3.54719307422942;-3.46254653291003;-3.46254653291003","MS1 mz matched",164.0297355,345.487,38160.954,28076.69274,28774.36965,29144.82232,33284.55713,31112.57972,29376.46174,30499.345,37590.4025,28208.5671,25087.78373,27484.02576,27989.85092,31087.4063,21282.17591,36694.38412,21416.43547,19761.72667,21454.67182,17945.97076,22128.278,18726.98535,22322.60381,24023.62138,25875.86729,42202.39105,38316.12467,31060.82435,20331.06183,24004.13053,23457.19163,22395.24011,24067.4548,18153.26284,32441.03524,17550.32189,28857.05743,23029.10095,20742.03333,20693.55732,32683.1379,59232.47441,50348.99343,22936.00617,20697.38175,29904.6401,28353.31636,21760.06624,23818.17853,21999.777,38063.10526,23102.25153,32971.87873,23529.63333,23655.61386,16804.38161,19861.555,19999.9044,77387.91152,52016.80326,44731.8365,23497.61187,23222.262,31477.03755,16667.93939,25648.13368,27779.11626,17812.22982,40589.585,23391.16695,22244.45165,16449.91756,30101.27383,27613.116,20459.78267,18459.48705,32761.9696,43074.99853
2379,"Acetylcysteine",0.9717,NA,NA,"MS2 forward",164.0380363,200.194,57510.21,62077.161,56156.41106,66745.78967,72552.37231,51959.36256,60791.06367,61033.00233,53775.83017,63866.0295,98105.27183,91653.40865,35502.58642,51549.96683,43291.14867,86841.38109,55703.86026,32019.51615,20221.91854,31596.44632,33502.3225,71447.61163,32845.69516,31647.77605,29100.98357,44296.30833,102434.6164,92266.93722,25824.61389,53125.26471,29956.89168,116267.0403,41091.34289,36296.90367,35089.35853,24779.24421,35466.97841,82334.75133,22525.19843,27920.55882,43689.03174,63181.29694,89006.81972,86856.189,30059.344,44267.64806,37845.03494,90673.39817,50031.37067,32573.69306,16337.35396,22148.55643,34486.29338,27327.96,34090.97795,87771.73111,25142.44777,26992.10164,44881.45337,48419.52422,139817.3241,67328.6965,50707.23586,55622.84361,31978.16471,99040.73368,47726.409,47278.02645,44763.84832,36209.50818,39002.37263,27749.04,55802.91547,67902.01106,39150.87571,32035.03354,45527.33733,53173.21278
2392,NA,NA,"S-(2-carboxypropyl)-Cysteamine;S-Propyl-L-cysteine;L-2-Amino-5-(methylthio)pentanoic acid;Ethionine;Homomethionine","1.84341745499731;1.84341745499731;1.84341745499731;1.83973797231414;1.83973797231414","MS1 mz matched",164.0740373,87.38,180459.9913,190095.6207,193266.7817,183217.4796,236015.1634,189719.1773,187839.162,189553.6531,191726.4762,172351.2748,388080.9224,69184.78695,273954.9562,206145.3213,90605.04561,127550.0481,239230.5087,264253.748,157399.3374,76442.48343,136864.444,164174.805,227270.574,115657.0324,116622.7387,97941.4171,446442.9707,89494.89874,164943.9875,175475.3832,66622.4232,166393.8479,82040.5887,194533.3896,116937.9435,50423.5455,119621.0595,101693.4154,176918.9397,94966.46867,112355.23,123073.2369,223551.8406,54539.58455,80165.66311,94724.46948,68224.32532,67439.2477,49335.044,135490.4205,79922.75505,60227.2723,102859.5349,65765.2487,67423.28745,116115.1129,129441.6332,41634.67381,158749.78,133950.9707,490762.0459,78702.9065,235621.4644,214059.4651,73596.54907,228600.6529,158618.5633,221792.9361,276364.9585,92196.95655,170739.2367,111706.5735,163448.7169,275251.1712,302985.9707,106272.4768,146996.5713,131945.4873
2393,NA,NA,NA,NA,"Unmapped",164.0714092,26.789,45075.00418,39420.82347,37842.09273,37333.1,38490.48091,44185.59273,43670.14091,48424.28209,42562.05273,41461.61231,51322.47857,48183.86111,46901.13538,77128.02167,58691.74311,61378.7958,11641.26857,39867.88748,21304.8089,44885.77059,37372.98,42912.83255,44582.81982,40895.2023,45132.69,27723.62154,53275.4,37248.44267,31390.35582,41038.64909,38010.72,39170.8192,34638.17718,31245.89227,34233.83909,29178.08582,37496.56,28624.92,34005.98182,38471.1837,27092.172,92391.7175,37566.23963,18724.1976,24119.561,31385.90111,26010.82167,28893.22375,19774.46992,18054.65455,18625.152,32319.16275,34540.33933,16907.40333,23131.1725,24456.63445,26658.82308,29832.13409,23285.23472,119144.625,62575.5708,44220.545,42355.068,74477.91392,48263.1369,41867.184,57036.29027,39436.55505,67302.57592,35393.64818,58274.6525,36168.5385,59081.4807,31931.648,49487.27045,52669.19778,40956.06433,60807.67082
2395,"L-Histidinol",0.9723,NA,NA,"MS2 reverse",164.0818991,255.1975,16793.94683,11676.87,14460.865,15612.59333,12941.02142,11764.24286,11916.29167,12372.85067,11788.08333,11211.81,8963.900482,6256.872,7159.6,7819.482,13416.23423,8896.144824,10388.96429,12925.66667,5766.475714,25538.763,8678.909833,5779.546667,8447.688167,12380.75589,11034.04667,15395.11714,10488.6589,10957.158,5877.2,10266.10714,5979.572,11958.79171,10859.9475,17621.12857,7102.88,6910.329504,5506.064,10452.8,7133.828,8851.8338,13638.93,17910.9,13212.79364,18864.10092,12196.68,14386.92923,17192.885,14624.42077,14494.28663,13109.50623,6375.72,12798.52339,14365.9125,14931.68701,15795.94143,8882.328,14173.47167,18596.947,22517.53125,20693.91975,14344.91429,7329.18,11154.055,17260.20862,15592.05714,10954.99714,10580.188,13187.8355,15987.99,17823.015,12782.016,9955.868286,19913.47911,8424.663977,15299.79,14492.13883,10625.9538,23553.50255
2399,"DL-3-Aminoisobutyric acid",0.9741,NA,NA,"MS2 reverse",164.0921123,153.337,18199.54689,17072.73417,16156.85107,17567.46332,17313.68141,17939.41353,15904.75106,17556.88823,18708.59521,17287.94859,11437.95077,9820.371307,11344.27698,13896.3699,15393.71097,9935.255483,14471.83957,9363.872734,7884.950736,11249.31559,12882.44328,1446.088,8628.53437,11004.26767,12094.21802,15468.96845,22161.88196,18740.80125,8415.298353,25737.81924,14945.00459,19981.16068,11498.52426,16707.16311,12727.34668,9949.702651,18314.1725,12952.20565,8766.580258,16306.73608,18223.25806,35176.558,24894.80294,25564.31395,22121.65008,35822.96241,26966.34392,34280.24424,25034.15633,17418.48354,14876.21465,12966.209,33793.35144,28804.22236,29608.80682,28766.80257,18395.00918,24158.40686,35840.85894,39897.98815,11844.9007,9952.030677,10731.59478,14251.6225,10618.67265,10563.76596,9523.048975,7501.520947,10734.35813,8379.279016,10394.91902,6779.367322,14598.97148,8597.715704,12713.80616,11064.56773,15788.36948,10675.38311
2418,"Formylanthranilic acid",0.9657,NA,NA,"MS2 reverse",165.041041,79.086,22797.23905,20240.57212,21308.02832,32310.93045,22903.87919,27838.49381,22756.67047,24243.48619,20700.8615,21565.572,6130.069712,1082.6202,12168.49733,2838.250337,2704.390114,4844.306908,1483.193333,3326.031632,3678.402223,7385.601794,1438.213708,3100.873352,4599.080392,4674.253769,4570.398,10284.51861,37537.26726,20485.37118,17887.97556,28249.7338,21249.09116,30985.49313,19409.904,27721.7954,12419.86515,21340.05483,15636.374,20112.65963,25170.84245,24902.62183,21957.24525,41202.18862,56007.6348,36445.60795,37075.50643,49763.63315,33664.07735,39003.13713,26292.94931,31397.544,20859.98056,31541.45176,35031.09474,39159.903,31104.05894,38882.88,51767.86038,37211.10069,25391.91669,49983.24931,5308.545639,1184.952501,4508.005661,1400.787877,1623.131243,8109.192947,1940.416015,3664.990907,4123.753796,4250.336703,2183.902967,2104.790599,1783.177884,4658.767866,4141.643077,4313.129333,3451.951542,7427.975
2419,"Phenylpyruvate",0.6539,NA,NA,"MS2 reverse",165.0540001,33.946,17401.59895,14051.99676,16759.85676,15704.65337,14633.20737,18439.82974,17060.56267,18522.91152,17910.23885,23345.95017,11531.74286,18529.57895,9432.935583,14355.26154,745.29,11457.63646,12772.32364,3093.544444,5926.892,12941.9693,3307.924545,22873.02731,12487.758,2129.8242,29673.57251,24926.93066,28031.74609,26730.94794,13312.5904,27059.032,19408.32063,12043.77571,18634.90417,2312.15,17554.79594,9315.78475,16972.22494,18646.48118,12337.80975,31442.57266,15847.42473,20887.78818,17399.24317,15421.70813,22606.7891,38804.06171,23132.43888,11058.48,18414.56125,11035.125,20281.82372,12962.92786,20797.70556,19529.01594,33934.31656,20761.05287,19905.53481,12718.7792,22435.55944,24007.032,17409.14647,13968.6039,12044.69667,17559.534,15444.37287,13742.59131,10078.75,2617.103333,23076.17142,10732.74364,23133.88586,6226.75095,3853.85,19838.85609,14084.43077,281077.41,13090.56375,9493.92
2453,"Acetoacetic acid",0.6902,NA,NA,"MS2 reverse",166.0500784,212.971,67091.33455,68518.50231,65024.02708,64839.825,67356.74023,65527.2945,70113.48621,67317.27854,71286.79062,65872.26578,31274.3002,24432.102,19865.24243,26608.87061,20510.35286,15366.449,16832.77613,16568.75769,15048.77608,18902.31308,22131.99692,21119.29869,26622,25166.3596,19653.38077,27606.64,105167.1359,77954.01308,40397.49143,114917.5788,84553.833,67783.01244,64102.94423,71718.24286,48514.86744,43819.2,51589.02818,83841.33333,52996.56757,103733.3046,114342.8001,126825.9692,114272.3809,96655.77877,88252.00111,123041.8512,126833.6485,70780.00956,81237.53079,72900.64011,54773.745,99981.32977,121687.5883,154238.3801,67564.6,103154.172,130164.1729,75025.86538,134374.0495,185655.3555,16803.62446,25882.024,21034.89696,18393.48439,17090.62173,14835.114,16509.54462,17060.911,20964.81538,29881.8185,17403.0535,18139.85538,26283.57476,24627.66373,33515.41154,26582.868,28887.66222,24590.21538
2460,NA,NA,"1-Propenyl propyl disulfide;Methyl 3-methyl-1-butenyl disulfide;2-Propenyl propyl disulfide;D-Arabinono-1,4-lactone;2-Dehydro-3-deoxy-L-arabinote;2-Dehydro-3-deoxy-L-pentote;Citramalate;Citramalic acid;alpha-Hydroxypyrotartaric acid;2-Methylmalic acid;(R)-2-Hydroxyglutarate;(R)-Hydroxyglutarate;L-Arabinono-1,4-lactone;L-Arabonolactone;D-Xylonolactone;D-Xylono-1,5-lactone;(R)-2-Methylmalate;(R)-2-Methylmalic acid;(R)-Citramalate;(R)-Citramalic acid;(R)-alpha-Hydroxypyrotartaric acid;D-Citramalate;D-Citramalic acid;D-alpha-Hydroxypyrotartaric acid;(2R)-2-Hydroxy-2-methylbutanedioate;(S)-2-Methylmalate;(S)-2-Methylmalic acid;(S)-Citramalate;(S)-Citramalic acid;(S)-alpha-Hydroxypyrotartaric acid;L-Citramalate;L-Citramalic acid;L-alpha-Hydroxypyrotartaric acid;(2S)-2-Hydroxy-2-methylbutanedioate;(S)-2-Hydroxy-2-methylsuccinic acid;2-Hydroxyglutarate;alpha-Hydroxyglutarate;D-Xylono-1,4-lactone;L-Xylono-1,4-lactone;(S)-2-Hydroxyglutarate;2-Dehydro-3-deoxy-D-xylote;2-Dehydro-3-deoxy-D-arabinote;2-Dehydro-3-deoxy-D-pentote;(4S)-4,5-Dihydroxy-2-oxopentanoate;L-Arabinono-1,5-lactone;L-threo-3-Methylmalate;D-threo-3-Methylmalate;D-erythro-3-Methylmalate;(2R,3S)-3-Methylmalate","6.47266059679299;6.47266059679299;6.47266059679299;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277;12.159105954277","MS1 mz matched",166.0735723,175.068,19868149.27,15640306.65,18504660.45,11604942.2,12454681.04,18626361.58,12076206.29,14346413.04,18013008.74,15011363.25,12813910.8,12333300.45,14880203.86,14359932.29,11987319.63,14090842.67,15559361.49,13785330.54,3845456.074,6738539.757,11353715.84,16259580.34,13578316.6,11929314.06,12752203.06,16840802.27,13166905.52,9881307.5,11757447.2,14199998.06,8264767.484,16844034.5,12705012.42,12806082.23,12737477.35,9464034.485,6485222.354,13235674.07,8155107.596,10820016.89,12662274.32,17147948.66,15843770.53,7363507.216,7340068.583,8555807.399,15149218.91,17106430.7,15896971.52,6788946.593,7425533.985,8717508.026,20784050.34,8265527.716,14155718.62,8822537.997,9750162.97,9170872.552,10685673.89,13471406.11,16594734.42,13499399.71,10123147.91,9222632.199,11921095.64,14519511,15039346.64,11359970.46,14704222.08,13372547.09,17743898.93,10250291.48,12170888,11093146.11,11827682.77,16595133.78,10908619.97,15434413.41
